satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.73,0.49,3.0,248.0,3.0,0.0,0.0,sales,low,0
0.81,0.75,4.0,243.0,2.0,0.0,0.0,sales,low,0
0.71,0.44,2.0,,4.0,0.0,,sales,,0
0.8,0.56,6.0,111.0,6.0,0.0,0.0,sales,low,0
0.85,0.53,3.0,226.0,2.0,0.0,0.0,accounting,low,0
0.41,0.7,2.0,151.0,3.0,1.0,0.0,accounting,low,0
0.51,0.84,4.0,224.0,2.0,0.0,0.0,accounting,medium,0
0.49,0.57,4.0,146.0,4.0,0.0,0.0,hr,medium,0
0.76,0.55,4.0,163.0,2.0,1.0,0.0,hr,medium,0
0.57,0.69,4.0,255.0,3.0,0.0,0.0,hr,medium,0
0.54,0.48,6.0,196.0,2.0,0.0,0.0,hr,medium,0
0.68,0.74,3.0,227.0,2.0,0.0,0.0,technical,medium,0
0.7,0.5,3.0,251.0,2.0,0.0,0.0,technical,medium,0
0.77,0.87,4.0,209.0,3.0,0.0,0.0,technical,medium,0
0.95,0.51,3.0,254.0,4.0,0.0,0.0,technical,medium,0
0.5,0.64,3.0,249.0,2.0,1.0,0.0,technical,low,0
,0.53,4.0,131.0,3.0,1.0,0.0,technical,low,0
0.94,0.51,5.0,142.0,2.0,,0.0,technical,low,0
0.83,0.66,3.0,239.0,3.0,0.0,0.0,technical,low,0
0.64,0.81,3.0,225.0,3.0,1.0,0.0,technical,low,0
0.16,0.73,6.0,170.0,3.0,0.0,0.0,technical,low,0
0.83,0.71,3.0,254.0,2.0,0.0,0.0,technical,low,0
0.93,0.73,4.0,156.0,2.0,0.0,0.0,,,0
0.32,0.64,3.0,151.0,3.0,0.0,0.0,support,low,0
0.12,0.9,3.0,200.0,3.0,0.0,0.0,support,low,0
0.5,0.5,3.0,184.0,3.0,1.0,0.0,support,low,0
0.57,0.74,3.0,257.0,2.0,0.0,0.0,support,low,0
0.25,0.75,5.0,,5.0,1.0,0.0,support,low,0
0.98,0.56,3.0,139.0,2.0,1.0,0.0,support,low,0
0.81,0.51,3.0,273.0,2.0,1.0,0.0,support,low,0
0.94,0.63,5.0,261.0,3.0,0.0,0.0,support,low,0
0.83,0.57,3.0,135.0,3.0,1.0,0.0,support,low,0
0.77,0.4,4.0,207.0,5.0,0.0,0.0,support,low,0
0.57,0.65,4.0,265.0,3.0,0.0,0.0,technical,low,0
0.18,0.96,5.0,208.0,6.0,0.0,,,medium,0
0.67,0.71,4.0,159.0,2.0,1.0,0.0,technical,medium,0
0.35,0.47,4.0,,6.0,0.0,0.0,management,medium,0
0.78,0.44,3.0,97.0,4.0,0.0,0.0,IT,medium,0
0.72,0.79,4.0,154.0,3.0,0.0,0.0,IT,medium,0
0.9,0.58,3.0,264.0,3.0,0.0,0.0,IT,medium,0
0.58,0.49,3.0,135.0,2.0,0.0,0.0,IT,medium,0
0.64,0.56,3.0,238.0,2.0,0.0,0.0,IT,medium,0
0.91,0.79,4.0,166.0,3.0,0.0,,,medium,0
0.59,0.51,3.0,156.0,3.0,0.0,0.0,product_mng,medium,0
0.76,,3.0,202.0,3.0,0.0,0.0,product_mng,medium,0
0.76,0.85,3.0,,2.0,1.0,0.0,product_mng,medium,0
0.51,0.69,3.0,135.0,3.0,0.0,0.0,IT,medium,0
0.54,0.55,4.0,252.0,3.0,0.0,0.0,RandD,medium,0
0.67,0.93,5.0,254.0,3.0,1.0,,RandD,medium,0
0.68,0.44,5.0,165.0,3.0,0.0,0.0,RandD,medium,0
0.97,0.58,3.0,200.0,2.0,0.0,0.0,RandD,medium,0
0.5,0.74,3.0,155.0,3.0,0.0,0.0,RandD,medium,0
0.81,0.52,3.0,162.0,,0.0,0.0,marketing,medium,0
0.77,0.73,4.0,,3.0,1.0,0.0,sales,medium,0
0.59,,4.0,266.0,3.0,0.0,0.0,accounting,medium,0
1.0,0.96,4.0,,3.0,0.0,0.0,support,medium,0
0.74,0.95,5.0,170.0,4.0,0.0,0.0,technical,medium,0
0.91,0.52,4.0,172.0,4.0,1.0,0.0,management,high,0
0.77,0.65,3.0,187.0,3.0,0.0,0.0,marketing,low,0
0.79,0.98,4.0,185.0,2.0,0.0,0.0,marketing,medium,0
0.82,0.51,5.0,232.0,3.0,0.0,0.0,marketing,medium,0
0.89,0.96,5.0,260.0,3.0,0.0,0.0,sales,low,0
0.83,0.62,4.0,218.0,3.0,0.0,0.0,sales,low,0
0.72,0.7,4.0,,3.0,0.0,0.0,sales,low,0
0.7,0.74,3.0,212.0,3.0,0.0,0.0,sales,low,0
1.0,0.89,3.0,189.0,3.0,0.0,0.0,sales,low,0
0.57,0.66,4.0,158.0,2.0,0.0,0.0,sales,low,0
0.55,0.54,5.0,168.0,2.0,0.0,0.0,sales,low,0
0.47,0.7,4.0,134.0,3.0,0.0,0.0,sales,low,0
0.95,0.77,4.0,,3.0,1.0,0.0,sales,low,0
0.29,,5.0,149.0,3.0,0.0,0.0,sales,low,0
0.71,0.5,3.0,201.0,2.0,0.0,0.0,sales,low,0
0.89,0.68,4.0,146.0,3.0,0.0,0.0,sales,low,0
0.81,0.97,4.0,212.0,2.0,0.0,0.0,sales,low,0
0.72,0.64,,140.0,2.0,0.0,0.0,sales,low,0
1.0,0.85,4.0,156.0,,0.0,0.0,sales,low,0
0.79,0.49,4.0,163.0,3.0,0.0,0.0,sales,high,0
0.69,0.84,,154.0,2.0,0.0,0.0,sales,low,0
0.97,0.66,4.0,218.0,3.0,0.0,0.0,sales,high,0
0.61,0.59,3.0,157.0,2.0,0.0,0.0,sales,high,0
0.71,0.89,3.0,222.0,3.0,0.0,0.0,accounting,low,0
0.96,0.76,4.0,152.0,3.0,1.0,0.0,accounting,low,0
0.77,0.73,5.0,263.0,2.0,,0.0,accounting,high,0
0.57,0.99,3.0,231.0,3.0,0.0,0.0,hr,low,0
0.92,0.76,4.0,258.0,2.0,0.0,0.0,hr,medium,0
0.99,0.92,5.0,213.0,2.0,0.0,0.0,hr,high,0
0.86,0.73,3.0,,3.0,0.0,0.0,hr,medium,0
0.78,0.66,4.0,156.0,3.0,1.0,0.0,technical,low,0
0.85,0.66,3.0,235.0,3.0,0.0,0.0,technical,low,0
0.38,0.6,4.0,190.0,2.0,0.0,0.0,technical,low,0
0.63,0.93,4.0,238.0,2.0,0.0,0.0,technical,low,0
0.66,0.72,4.0,137.0,3.0,0.0,0.0,technical,low,0
0.19,0.79,5.0,171.0,,1.0,,technical,low,0
0.63,0.59,4.0,249.0,2.0,0.0,0.0,technical,low,0
0.32,0.74,6.0,205.0,3.0,0.0,0.0,technical,low,0
0.73,0.55,3.0,149.0,,,0.0,technical,low,0
0.75,0.89,4.0,139.0,3.0,0.0,0.0,technical,low,0
0.7,0.66,4.0,168.0,3.0,0.0,0.0,technical,low,0
0.77,0.61,,181.0,2.0,0.0,0.0,support,low,0
0.83,,4.0,150.0,3.0,0.0,0.0,support,low,0
0.75,0.49,4.0,246.0,3.0,0.0,0.0,,low,0
0.97,0.54,3.0,271.0,,0.0,0.0,support,medium,0
0.75,0.55,5.0,204.0,3.0,0.0,0.0,support,low,0
0.66,0.84,3.0,170.0,4.0,0.0,0.0,support,low,0
0.56,0.49,3.0,208.0,3.0,0.0,0.0,support,low,0
0.77,0.98,2.0,226.0,3.0,,0.0,support,low,0
0.82,0.81,3.0,149.0,3.0,0.0,0.0,support,low,0
0.85,0.59,2.0,264.0,2.0,0.0,0.0,support,low,0
0.49,0.79,,177.0,2.0,0.0,0.0,support,low,0
0.24,0.87,,262.0,3.0,0.0,0.0,technical,low,0
0.32,,3.0,211.0,3.0,0.0,0.0,technical,low,0
0.77,0.51,4.0,141.0,3.0,1.0,0.0,technical,low,0
0.77,0.83,5.0,197.0,4.0,0.0,0.0,management,,0
0.93,0.87,,154.0,3.0,1.0,0.0,,low,0
0.22,,5.0,178.0,5.0,0.0,0.0,,low,0
0.24,0.89,5.0,169.0,4.0,0.0,0.0,IT,low,0
0.99,0.99,3.0,228.0,4.0,0.0,0.0,IT,low,0
0.61,0.5,3.0,231.0,3.0,0.0,0.0,IT,high,0
0.6,0.91,4.0,185.0,,1.0,0.0,product_mng,low,0
0.79,0.7,3.0,195.0,2.0,0.0,0.0,product_mng,low,0
0.94,0.62,3.0,147.0,3.0,0.0,0.0,product_mng,low,0
0.18,0.85,5.0,192.0,3.0,0.0,0.0,,high,0
0.51,0.73,5.0,241.0,3.0,0.0,,IT,low,0
0.55,0.92,3.0,151.0,3.0,0.0,0.0,RandD,medium,0
0.73,0.74,3.0,221.0,,0.0,,RandD,high,0
,0.63,5.0,263.0,3.0,0.0,0.0,RandD,medium,0
,0.66,3.0,178.0,3.0,0.0,0.0,RandD,high,0
0.23,0.56,5.0,169.0,5.0,,0.0,RandD,medium,0
0.78,0.56,3.0,271.0,4.0,0.0,0.0,marketing,medium,0
0.34,0.69,3.0,155.0,3.0,0.0,0.0,marketing,medium,0
0.51,0.41,,164.0,4.0,0.0,,sales,medium,0
,0.86,3.0,226.0,2.0,0.0,0.0,accounting,,0
0.66,0.57,4.0,220.0,2.0,1.0,0.0,support,medium,0
0.62,0.63,5.0,153.0,6.0,0.0,0.0,technical,medium,0
0.5,0.97,2.0,252.0,4.0,0.0,0.0,management,medium,0
0.96,0.94,3.0,182.0,3.0,0.0,0.0,marketing,high,0
0.5,0.84,3.0,150.0,2.0,0.0,0.0,marketing,low,0
0.73,0.69,6.0,273.0,4.0,1.0,0.0,marketing,medium,0
0.47,0.39,6.0,215.0,5.0,,0.0,sales,medium,0
0.49,0.83,3.0,172.0,2.0,0.0,0.0,sales,medium,0
0.92,0.62,3.0,264.0,2.0,0.0,0.0,sales,medium,0
0.24,0.39,5.0,158.0,,0.0,0.0,,medium,0
0.61,0.58,4.0,142.0,4.0,0.0,0.0,sales,medium,0
0.83,0.89,,137.0,3.0,0.0,0.0,sales,medium,0
0.88,0.66,4.0,,3.0,0.0,0.0,sales,medium,0
,0.55,3.0,245.0,3.0,0.0,0.0,sales,medium,0
0.68,0.54,4.0,165.0,4.0,0.0,0.0,sales,,0
0.51,0.7,4.0,142.0,4.0,1.0,0.0,sales,low,0
0.88,0.58,4.0,215.0,2.0,0.0,0.0,sales,low,0
0.94,0.84,5.0,240.0,3.0,0.0,0.0,sales,low,0
0.58,0.88,4.0,255.0,3.0,0.0,0.0,sales,high,0
0.63,0.98,4.0,265.0,3.0,0.0,0.0,sales,low,0
0.81,0.49,4.0,,4.0,0.0,0.0,sales,low,0
0.61,0.86,3.0,238.0,2.0,0.0,0.0,sales,low,0
0.65,0.63,3.0,137.0,3.0,0.0,0.0,sales,high,0
0.67,0.63,3.0,270.0,5.0,0.0,0.0,sales,low,0
0.64,0.62,4.0,145.0,3.0,1.0,0.0,sales,low,0
0.25,0.76,6.0,182.0,3.0,0.0,0.0,,,0
0.13,0.62,3.0,264.0,6.0,0.0,0.0,accounting,low,0
0.14,0.89,3.0,212.0,6.0,0.0,0.0,accounting,low,0
0.74,0.51,5.0,198.0,3.0,0.0,0.0,hr,low,0
0.8,0.81,5.0,200.0,3.0,0.0,0.0,hr,low,0
0.5,0.56,3.0,263.0,4.0,0.0,0.0,hr,,0
0.69,0.75,,249.0,4.0,0.0,0.0,hr,medium,0
0.91,0.53,4.0,212.0,3.0,0.0,0.0,technical,low,0
0.8,0.51,3.0,159.0,3.0,0.0,0.0,technical,low,0
0.93,0.52,3.0,181.0,3.0,0.0,0.0,technical,low,0
0.57,0.99,3.0,100.0,4.0,1.0,0.0,technical,low,0
0.51,0.58,2.0,218.0,2.0,1.0,0.0,technical,,0
,0.54,,178.0,,0.0,0.0,technical,low,0
0.85,0.83,4.0,219.0,3.0,0.0,0.0,technical,low,0
0.73,0.56,5.0,239.0,3.0,0.0,0.0,technical,low,0
,0.9,3.0,255.0,2.0,0.0,0.0,technical,low,0
0.52,0.61,4.0,163.0,2.0,0.0,0.0,technical,low,0
0.31,0.38,3.0,173.0,2.0,0.0,,technical,low,0
0.49,,3.0,147.0,3.0,0.0,0.0,support,low,0
0.81,0.44,4.0,166.0,4.0,1.0,0.0,support,low,0
0.52,0.8,5.0,209.0,2.0,0.0,0.0,support,low,0
0.69,0.56,5.0,271.0,3.0,0.0,,support,low,0
0.7,0.74,3.0,253.0,4.0,1.0,0.0,support,low,0
0.65,0.85,4.0,233.0,2.0,,0.0,support,low,0
0.54,0.71,2.0,194.0,2.0,0.0,0.0,support,low,0
,0.49,2.0,,2.0,0.0,0.0,support,low,0
0.78,0.9,4.0,238.0,2.0,0.0,0.0,support,low,0
0.99,0.92,,212.0,3.0,0.0,0.0,support,,0
0.57,0.83,5.0,189.0,3.0,0.0,0.0,,low,0
0.33,0.58,3.0,115.0,3.0,0.0,0.0,technical,low,0
0.97,0.58,,159.0,3.0,0.0,0.0,technical,low,0
0.95,0.58,5.0,133.0,3.0,0.0,,technical,low,0
0.69,0.83,5.0,225.0,3.0,0.0,0.0,management,low,0
0.97,0.91,2.0,112.0,5.0,0.0,,IT,low,0
0.4,0.59,3.0,,4.0,1.0,0.0,IT,low,0
0.67,0.71,4.0,178.0,6.0,,0.0,IT,low,0
,0.58,5.0,178.0,3.0,0.0,0.0,IT,low,0
0.49,0.95,2.0,181.0,4.0,1.0,0.0,IT,low,0
0.56,,3.0,139.0,2.0,0.0,0.0,product_mng,low,0
0.99,0.78,2.0,177.0,4.0,0.0,0.0,product_mng,low,0
0.49,0.88,4.0,270.0,3.0,0.0,0.0,product_mng,low,0
0.53,0.69,4.0,135.0,,0.0,0.0,product_mng,low,0
0.75,0.5,4.0,166.0,4.0,0.0,0.0,IT,low,0
0.51,0.89,3.0,230.0,4.0,0.0,0.0,marketing,low,0
,0.9,3.0,163.0,3.0,1.0,0.0,marketing,medium,0
0.45,0.66,2.0,236.0,3.0,0.0,0.0,marketing,medium,0
0.98,0.91,3.0,264.0,4.0,1.0,0.0,marketing,medium,0
0.9,0.74,3.0,185.0,2.0,0.0,0.0,marketing,medium,0
0.37,,4.0,253.0,2.0,0.0,0.0,,medium,0
0.52,,4.0,253.0,3.0,0.0,0.0,marketing,medium,0
0.96,0.78,,135.0,3.0,0.0,0.0,sales,medium,0
0.99,0.7,2.0,182.0,4.0,0.0,0.0,accounting,medium,0
0.66,0.56,5.0,202.0,3.0,,0.0,support,medium,0
0.84,0.54,5.0,186.0,2.0,0.0,0.0,technical,medium,0
0.16,0.87,5.0,163.0,3.0,0.0,0.0,management,medium,0
0.75,0.59,3.0,242.0,3.0,0.0,0.0,marketing,medium,0
0.52,0.74,3.0,160.0,2.0,0.0,0.0,marketing,high,0
0.86,0.86,,173.0,3.0,0.0,0.0,marketing,low,0
0.75,0.53,3.0,154.0,2.0,,0.0,sales,medium,0
0.73,0.99,3.0,160.0,3.0,0.0,0.0,sales,medium,0
,0.84,3.0,,2.0,0.0,0.0,sales,medium,0
0.8,0.84,3.0,251.0,3.0,0.0,0.0,sales,medium,0
0.18,0.48,4.0,,4.0,1.0,0.0,sales,low,0
0.37,0.72,2.0,163.0,3.0,0.0,0.0,sales,low,0
0.97,0.86,3.0,257.0,4.0,0.0,,sales,low,0
0.56,0.68,4.0,159.0,3.0,0.0,0.0,sales,low,0
0.32,0.65,,183.0,3.0,0.0,0.0,sales,low,0
0.63,0.88,4.0,260.0,2.0,0.0,0.0,sales,low,0
0.36,0.78,6.0,151.0,,0.0,0.0,sales,low,0
0.75,0.49,4.0,246.0,3.0,1.0,0.0,sales,low,0
0.42,0.86,3.0,,4.0,1.0,0.0,sales,low,0
0.96,0.66,3.0,155.0,2.0,0.0,0.0,sales,,0
0.62,0.78,,250.0,6.0,0.0,0.0,sales,low,0
0.78,0.96,2.0,174.0,3.0,0.0,0.0,sales,low,0
0.93,0.89,3.0,262.0,,0.0,0.0,sales,low,0
0.93,0.87,4.0,257.0,,0.0,0.0,,low,0
0.45,0.42,4.0,140.0,2.0,0.0,0.0,sales,low,0
,0.56,3.0,123.0,3.0,0.0,0.0,accounting,medium,0
0.57,0.55,3.0,264.0,2.0,0.0,0.0,accounting,medium,0
0.77,0.51,2.0,254.0,,0.0,0.0,accounting,medium,0
0.6,0.98,4.0,205.0,,0.0,0.0,hr,medium,0
0.25,0.94,,199.0,4.0,0.0,0.0,hr,medium,0
0.59,,3.0,171.0,3.0,0.0,0.0,hr,medium,0
0.29,0.57,5.0,98.0,5.0,0.0,0.0,hr,medium,0
0.5,0.95,3.0,166.0,4.0,,0.0,technical,low,0
,0.94,4.0,264.0,4.0,0.0,0.0,technical,low,0
0.78,0.65,3.0,176.0,2.0,0.0,0.0,technical,low,0
0.73,0.76,2.0,166.0,3.0,0.0,0.0,technical,low,0
0.51,0.59,4.0,169.0,3.0,0.0,0.0,technical,low,0
0.65,0.82,4.0,257.0,3.0,0.0,0.0,technical,low,0
0.25,0.87,3.0,265.0,4.0,0.0,0.0,technical,low,0
0.5,,5.0,167.0,,0.0,0.0,technical,low,0
0.53,0.58,4.0,134.0,2.0,0.0,,technical,low,0
0.57,0.76,2.0,176.0,3.0,0.0,0.0,technical,low,0
0.77,0.91,5.0,274.0,3.0,0.0,0.0,technical,low,0
0.94,0.77,3.0,,3.0,0.0,0.0,support,low,0
0.5,0.53,3.0,121.0,4.0,0.0,0.0,support,low,0
0.47,0.57,3.0,97.0,4.0,0.0,0.0,support,low,0
0.92,0.54,4.0,217.0,4.0,0.0,0.0,support,low,0
0.9,0.87,3.0,220.0,3.0,0.0,0.0,support,low,0
0.54,0.46,2.0,98.0,4.0,0.0,0.0,support,,0
0.58,0.97,5.0,265.0,3.0,0.0,0.0,support,low,0
0.95,0.87,3.0,201.0,3.0,0.0,0.0,support,low,0
0.52,0.71,3.0,151.0,3.0,0.0,0.0,support,low,0
0.83,0.51,4.0,199.0,3.0,0.0,0.0,support,low,0
0.54,0.92,4.0,175.0,3.0,0.0,0.0,support,,0
0.8,0.85,5.0,253.0,3.0,1.0,0.0,technical,low,0
0.52,0.57,3.0,,2.0,0.0,0.0,technical,low,0
0.83,0.8,5.0,223.0,3.0,0.0,0.0,technical,low,0
0.74,0.55,5.0,168.0,4.0,0.0,0.0,management,,0
,0.71,5.0,244.0,2.0,0.0,0.0,IT,low,0
0.45,0.87,2.0,268.0,,1.0,0.0,IT,low,0
0.72,0.72,4.0,218.0,4.0,0.0,0.0,IT,low,0
,0.85,2.0,277.0,6.0,1.0,0.0,IT,low,0
0.51,0.88,5.0,225.0,2.0,1.0,0.0,IT,low,0
0.55,0.55,4.0,257.0,,0.0,0.0,,low,0
0.89,0.69,4.0,170.0,3.0,0.0,0.0,product_mng,low,0
0.85,0.86,3.0,179.0,3.0,0.0,0.0,product_mng,low,0
0.29,0.85,4.0,211.0,2.0,0.0,0.0,,low,0
0.96,0.5,3.0,217.0,2.0,1.0,0.0,,low,0
0.9,,3.0,135.0,3.0,0.0,0.0,RandD,low,0
0.28,0.94,6.0,167.0,3.0,1.0,0.0,RandD,low,0
,0.98,4.0,189.0,3.0,0.0,0.0,RandD,medium,0
0.51,0.57,3.0,162.0,3.0,1.0,0.0,RandD,medium,0
0.97,0.76,3.0,193.0,3.0,0.0,0.0,,medium,0
0.71,0.55,4.0,273.0,3.0,1.0,0.0,RandD,medium,0
0.52,0.69,6.0,138.0,5.0,0.0,0.0,marketing,medium,0
0.87,0.84,4.0,237.0,3.0,1.0,0.0,sales,medium,0
0.78,0.61,5.0,260.0,2.0,0.0,0.0,accounting,medium,0
0.57,0.82,3.0,149.0,5.0,1.0,0.0,support,medium,0
,0.49,4.0,149.0,3.0,0.0,0.0,technical,medium,0
0.95,0.95,4.0,137.0,4.0,0.0,0.0,management,medium,0
0.72,0.73,5.0,167.0,3.0,0.0,0.0,marketing,medium,0
0.61,0.37,,165.0,6.0,0.0,0.0,marketing,medium,0
0.39,0.39,2.0,,2.0,0.0,0.0,marketing,high,0
0.72,0.59,5.0,138.0,2.0,0.0,0.0,,low,0
0.86,0.91,4.0,234.0,3.0,1.0,,sales,medium,0
0.69,0.67,4.0,141.0,3.0,0.0,0.0,sales,medium,0
,0.65,4.0,266.0,3.0,1.0,0.0,sales,medium,0
0.62,0.68,3.0,134.0,,0.0,0.0,sales,medium,0
0.76,0.55,4.0,147.0,3.0,0.0,0.0,sales,low,0
0.97,0.88,4.0,237.0,4.0,,0.0,sales,low,0
0.78,0.57,5.0,114.0,4.0,0.0,0.0,sales,low,0
0.81,0.89,4.0,166.0,2.0,1.0,0.0,sales,low,0
0.15,0.95,4.0,173.0,5.0,1.0,0.0,sales,low,0
0.72,0.5,3.0,205.0,3.0,1.0,0.0,sales,low,0
0.8,0.5,3.0,219.0,3.0,0.0,0.0,sales,low,0
0.76,0.74,,173.0,2.0,0.0,0.0,sales,low,0
0.19,0.73,4.0,231.0,3.0,0.0,0.0,sales,low,0
0.75,0.75,5.0,133.0,2.0,0.0,0.0,sales,low,0
0.94,0.49,4.0,220.0,3.0,0.0,0.0,,low,0
0.93,,5.0,158.0,3.0,0.0,0.0,sales,low,0
0.96,0.92,3.0,182.0,4.0,0.0,0.0,sales,low,0
0.14,0.57,6.0,275.0,5.0,0.0,0.0,,low,0
0.75,0.71,3.0,237.0,3.0,1.0,0.0,accounting,low,0
0.6,0.59,5.0,146.0,4.0,0.0,0.0,accounting,low,0
0.65,0.48,4.0,144.0,3.0,0.0,0.0,accounting,low,0
0.59,0.79,2.0,195.0,3.0,0.0,0.0,hr,low,0
0.93,0.78,5.0,191.0,4.0,0.0,,hr,medium,0
0.5,1.0,3.0,149.0,,0.0,0.0,hr,medium,0
0.62,0.55,4.0,137.0,3.0,1.0,0.0,hr,medium,0
0.24,0.58,3.0,,5.0,1.0,0.0,technical,medium,0
0.66,0.87,4.0,139.0,3.0,0.0,0.0,technical,medium,0
0.55,0.95,4.0,249.0,4.0,0.0,0.0,technical,,0
0.91,0.66,3.0,168.0,3.0,0.0,0.0,technical,medium,0
0.59,0.51,,145.0,5.0,0.0,0.0,technical,,0
0.74,0.54,5.0,221.0,3.0,0.0,0.0,technical,medium,0
0.43,0.51,2.0,123.0,3.0,0.0,0.0,technical,,0
0.85,0.99,6.0,153.0,6.0,0.0,0.0,technical,medium,0
0.46,0.54,3.0,183.0,4.0,0.0,0.0,technical,medium,0
0.48,0.56,4.0,271.0,3.0,0.0,0.0,technical,high,0
0.96,1.0,4.0,167.0,2.0,1.0,0.0,technical,low,0
0.55,0.9,4.0,177.0,,0.0,0.0,support,medium,0
0.82,0.74,3.0,256.0,3.0,1.0,0.0,support,medium,0
0.24,0.65,3.0,143.0,4.0,0.0,0.0,support,medium,0
0.69,0.71,3.0,,3.0,0.0,0.0,support,medium,0
0.29,0.68,4.0,210.0,3.0,0.0,0.0,support,low,0
0.53,0.7,4.0,155.0,5.0,1.0,0.0,support,low,0
0.65,0.77,2.0,248.0,3.0,0.0,0.0,support,low,0
0.57,0.53,3.0,162.0,3.0,0.0,,support,,0
0.6,0.5,4.0,137.0,3.0,0.0,0.0,support,low,0
0.79,,5.0,242.0,2.0,0.0,0.0,support,low,0
0.41,0.5,6.0,257.0,6.0,1.0,0.0,support,low,0
0.79,0.72,5.0,,3.0,1.0,0.0,technical,low,0
0.5,0.8,3.0,234.0,3.0,0.0,0.0,technical,,0
0.8,0.76,4.0,135.0,2.0,0.0,0.0,technical,low,0
0.61,0.79,,269.0,,0.0,0.0,management,low,0
0.99,0.68,4.0,238.0,3.0,0.0,0.0,IT,low,0
0.77,0.86,3.0,101.0,5.0,0.0,0.0,IT,low,0
0.7,0.52,5.0,200.0,2.0,1.0,,IT,low,0
0.55,0.87,3.0,241.0,4.0,0.0,0.0,IT,low,0
0.87,0.63,3.0,143.0,3.0,1.0,0.0,IT,low,0
0.97,0.6,3.0,169.0,2.0,1.0,0.0,product_mng,low,0
0.56,0.99,4.0,270.0,2.0,0.0,0.0,product_mng,low,0
,,4.0,246.0,3.0,1.0,0.0,product_mng,low,0
0.57,0.66,4.0,151.0,2.0,0.0,0.0,product_mng,low,0
1.0,0.84,3.0,227.0,3.0,0.0,0.0,IT,low,0
0.97,0.74,3.0,134.0,3.0,1.0,0.0,marketing,high,0
0.81,0.54,4.0,155.0,4.0,0.0,0.0,accounting,high,0
0.76,0.48,5.0,173.0,3.0,0.0,0.0,accounting,high,0
0.95,0.55,5.0,134.0,3.0,0.0,0.0,IT,medium,0
,0.65,3.0,195.0,2.0,0.0,0.0,IT,medium,0
0.8,0.65,3.0,264.0,4.0,0.0,0.0,management,high,0
0.72,0.57,3.0,203.0,2.0,1.0,0.0,marketing,medium,0
0.68,0.65,3.0,243.0,2.0,0.0,0.0,sales,medium,0
0.21,0.61,6.0,159.0,5.0,1.0,0.0,accounting,medium,0
0.46,0.4,3.0,145.0,2.0,0.0,0.0,support,medium,0
0.8,0.7,3.0,238.0,2.0,0.0,0.0,technical,medium,0
0.57,,4.0,151.0,2.0,0.0,0.0,management,medium,0
0.58,0.57,5.0,205.0,2.0,0.0,0.0,marketing,high,0
0.91,1.0,4.0,211.0,,0.0,0.0,marketing,low,0
0.63,0.67,5.0,169.0,2.0,0.0,0.0,marketing,medium,0
0.95,0.86,2.0,263.0,4.0,0.0,0.0,sales,medium,0
0.87,,5.0,143.0,3.0,0.0,,sales,medium,0
0.22,0.53,5.0,160.0,4.0,1.0,0.0,sales,medium,0
0.95,0.65,5.0,142.0,2.0,1.0,0.0,,low,0
0.18,0.5,4.0,,4.0,0.0,0.0,sales,low,0
0.87,0.63,5.0,214.0,3.0,0.0,0.0,sales,low,0
0.23,0.84,5.0,131.0,5.0,0.0,0.0,sales,low,0
0.93,0.69,3.0,213.0,4.0,0.0,0.0,sales,low,0
0.58,0.75,4.0,244.0,4.0,0.0,0.0,sales,low,0
0.68,0.55,4.0,169.0,3.0,1.0,0.0,sales,low,0
0.76,0.71,4.0,156.0,3.0,0.0,0.0,sales,low,0
0.68,0.84,5.0,161.0,,0.0,0.0,sales,low,0
0.99,0.47,3.0,,5.0,0.0,0.0,sales,low,0
0.64,0.55,3.0,201.0,2.0,0.0,0.0,sales,low,0
0.61,0.83,5.0,269.0,5.0,1.0,0.0,sales,low,0
0.51,0.5,5.0,242.0,2.0,0.0,0.0,sales,low,0
0.69,0.66,3.0,113.0,4.0,0.0,0.0,sales,low,0
0.85,0.6,3.0,251.0,,0.0,,sales,low,0
0.55,0.89,6.0,99.0,3.0,0.0,0.0,sales,low,0
0.56,0.89,4.0,263.0,3.0,0.0,0.0,accounting,low,0
0.69,,4.0,214.0,,0.0,0.0,accounting,low,0
0.61,0.46,4.0,172.0,3.0,0.0,0.0,accounting,low,0
0.47,0.65,4.0,172.0,2.0,0.0,,hr,low,0
0.58,0.79,4.0,,3.0,1.0,0.0,hr,low,0
0.16,0.56,5.0,152.0,5.0,0.0,0.0,hr,medium,0
0.53,0.64,2.0,109.0,3.0,,0.0,hr,medium,0
0.82,0.82,5.0,193.0,4.0,0.0,0.0,technical,medium,0
0.68,0.61,4.0,227.0,3.0,0.0,0.0,technical,medium,0
0.6,0.72,3.0,181.0,2.0,0.0,0.0,technical,medium,0
0.93,0.44,5.0,190.0,5.0,0.0,0.0,technical,medium,0
0.58,0.49,2.0,107.0,3.0,0.0,0.0,technical,medium,0
0.61,0.96,4.0,161.0,3.0,1.0,0.0,,medium,0
0.74,0.71,4.0,243.0,3.0,0.0,0.0,technical,medium,0
0.88,0.91,3.0,157.0,2.0,0.0,,technical,medium,0
0.94,0.8,6.0,147.0,3.0,0.0,0.0,technical,medium,0
0.44,0.46,3.0,121.0,3.0,0.0,0.0,technical,medium,0
0.73,0.52,3.0,274.0,2.0,0.0,0.0,technical,high,0
0.9,0.68,4.0,204.0,4.0,1.0,0.0,support,low,0
0.97,0.49,3.0,199.0,,0.0,0.0,support,,0
